,ccode,cname,con_true,labour_true,libdem_true,other_true,con_est,labour_est,libdem_est,other_est,winner,predicted_winner,correct
31,E14000561,"Birmingham, Erdington",40.0777740478516,50.2994728088379,3.69298005104065,5.92977344989777,23.6387473923822,27.3960122365006,8.18419074000437,15.2161992110186,labour,labour,1
32,E14000562,"Birmingham, Hall Green",13.94983959198,67.8289947509766,6.94184589385986,11.2793182134628,23.7115293557806,26.8937542147583,12.2220040139886,11.4222062521344,labour,labour,1
33,E14000563,"Birmingham, Hodge Hill",14.9812240600586,78.6547546386719,1.68877637386322,4.67524379491806,22.8096255951471,26.1662757854516,7.91030549168283,13.8789548166814,labour,labour,1
34,E14000564,"Birmingham, Ladywood",11.332447052002,79.1941680908203,5.2898998260498,4.18348443508148,15.7867545217958,22.869002683969,15.361105979572,14.1957866051751,labour,labour,1
35,E14000565,"Birmingham, Northfield",46.306095123291,42.5008125305176,4.55009508132935,6.64299982786179,27.7374052957729,30.1842574229157,9.04428926804851,10.7225455594892,con,labour,0
36,E14000566,"Birmingham, Perry Barr",26.7563514709473,63.0982055664062,4.51040410995483,5.63503953814507,28.5723372519764,22.3664493754174,9.55760040992059,11.8765395923742,labour,con,0
37,E14000567,"Birmingham, Selly Oak",30.9297122955322,56.0252304077148,6.4062910079956,6.63876914978027,22.1448898796757,32.9670922041667,9.50537731107083,12.6125187565995,labour,labour,1
38,E14000568,"Birmingham, Yardley",29.8045845031738,54.7799835205078,8.79610061645508,6.6193356513977,23.3555189093799,27.471915518035,11.3991712292193,11.7493236986475,labour,labour,1
39,E14000569,Bishop Auckland,53.7149848937988,35.9446487426758,4.76062917709351,5.57973432540894,29.8519466157345,27.4339522943106,10.2248581573003,11.5272918624831,con,con,1
40,E14000570,Blackburn,23.9985694885254,64.9141616821289,2.52592992782593,8.56133764982224,27.8540746685346,23.1731380526446,7.31779749484826,14.0408079164961,labour,con,0
41,E14000571,Blackley and Broughton,24.5610847473145,61.8545761108398,4.1172513961792,9.46708798408508,22.19252004929,28.9827926175771,12.0429669042279,11.338364350291,labour,labour,1
42,E14000572,Blackpool North and Cleveleys,57.6332321166992,35.4808769226074,3.85011839866638,3.03576958179474,29.7337125090453,20.5272158321296,6.04519442927893,20.2754446639623,con,con,1
43,E14000573,Blackpool South,49.606128692627,38.3396453857422,3.07767462730408,8.97655093669891,24.1649125287225,22.4208745737954,10.3223939829965,17.3844126793591,con,con,1
44,E14000574,Blaydon,31.2230472564697,43.330924987793,8.10621452331543,17.3398139476776,26.9915249243736,25.0785432436073,8.9710433252196,17.542201735739,labour,con,0
45,E14000575,Blyth Valley,42.6833763122559,40.9407958984375,5.26444625854492,11.1113834381104,25.1592422426914,23.8828256559993,10.6726778483147,14.8103164574654,con,con,1
46,E14000576,Bognor Regis and Littlehampton,63.4890556335449,19.5576210021973,11.0204401016235,5.93288171291351,35.7299298878905,15.316944800904,16.141939901768,9.73624992182883,con,con,1
47,E14000577,Bolsover,47.4356727600098,35.900562286377,3.82907390594482,12.8346909284592,29.6582460725549,23.1928736195193,10.5778235273733,12.0020025942482,con,con,1
48,E14000578,Bolton North East,45.3645896911621,44.4967384338379,4.24051809310913,5.89815449714661,26.1165174839352,24.2613614492317,7.50073968482452,15.998693882832,con,con,1
49,E14000579,Bolton South East,34.2774124145508,52.9898529052734,3.47502708435059,9.25770854949951,27.3451863410117,22.809863436411,7.21276524717228,14.8923396198594,labour,con,0
50,E14000580,Bolton West,55.2862167358398,37.3240280151367,5.48500919342041,1.90474259853363,26.5537874124894,21.3831821108838,14.8655449658313,14.5414568848115,con,con,1
51,E14000581,Bootle,9.17151355743408,79.4444198608398,3.70521020889282,7.6788547039032,20.7926537013307,34.7661911547383,10.1913273499486,12.5066284667448,labour,labour,1
52,E14000582,Boston and Skegness,76.6572341918945,15.2100925445557,4.7078857421875,3.42478895187378,34.8908441750681,14.077121969192,11.2065427532458,12.6463254866352,con,con,1
